"TF","Target","pred_prob"
"RELA","FAM162A",0.0476016
"BATF3","SERTAD2",0.047429446
"BATF3","IAH1",0.04739864
"ATF4","HIST1H2BC",0.04732546
"CTCF","PSMB8",0.047282796
"RELA","CCRL2",0.047208916
"IRF1","WDR1",0.047078162
"MAFF","HHEX",0.047047988
"STAT1","PAIP2",0.047042873
"CTCF","PSMC5",0.047041353
"IRF1","MRPL30",0.047000863
"IRF4","TCF25",0.046992116
"ATF4","RPL5",0.046990484
"CTCF","CHD1",0.046950288
"CTCF","MRPL42",0.046949726
"STAT1","NDUFB3",0.04688314
"CTCF","CD24A",0.046837687
"MAFF","WDR1",0.046797108
"IRF1","ILF3",0.046790645
"ATF4","REL",0.04678423
"CTCF","SMARCB1",0.046769418
"RELA","KDM5A",0.04676497
"STAT1","ILF3",0.046760738
"CTCF","IER3",0.046715412
"CTCF","PRDX6",0.046653774
"CTCF","TMEM219",0.046648387
"IRF4","LGALS3BP",0.046577588
"STAT3","IQGAP1",0.04657025
"SUMO2","PSMA7",0.046538875
"NFKB1","CFP",0.04653461
"BATF3","MRPL30",0.046490062
"RELA","ATF3",0.04645033
"SUMO2","EWSR1",0.046326574
"IRF1","PRDX5",0.046301134
"STAT1","MYL6",0.04629153
"IRF1","NDUFS7",0.046279084
"CTCF","CCDC12",0.0462766
"IRF4","CALM1",0.04625688
"ATF4","PTP4A2",0.046243057
"CTCF","POLR2A",0.046211883
"STAT3","S100A6",0.046205863
"SUMO2","DNAJC8",0.046182103
"STAT3","TMEM219",0.046163496
"IRF1","SRSF9",0.046103943
"IRF1","RPL27",0.046099678
"STAT1","NME1",0.04605428
"RELA","GTF2B",0.046032622
"STAT1","PPP1CA",0.046023414
"CTCF","PPIB",0.04600516
"STAT3","MCM3",0.045980595
"RELA","CTNNB1",0.04596092
"AHR","GRCC10",0.04592759
"BATF3","SDHD",0.045926377
"ATF4","PRDX1",0.04592527
"BATF3","UQCR10",0.04591046
"CTCF","PREB",0.045890205
"STAT1","CTSA",0.0458748
"SUMO2","SSR4",0.045857836
"RELA","SP100",0.045848656
"STAT1","EIF5B",0.04584787
"STAT3","BLVRB",0.045844212
"MAFF","MMP12",0.04580217
"BATF3","CHD1",0.045774087
"RELA","EIF3I",0.04574247
"STAT3","SGK1",0.045737103
"RELA","SMARCB1",0.0456962
"CTCF","SLC15A3",0.045682654
"CTCF","ATP6AP2",0.04565403
"STAT1","S100A6",0.045629304
"STAT3","PTPRC",0.04562472
"EGR1","MRC1",0.045592252
"RELA","SEPT2",0.04556972
"CTCF","NAMPT",0.04553335
"STAT1","KLF4",0.045482233
"RELA","COX7A2L",0.045471355
"ATF4","AA467197",0.04543525
"IRF1","BANF1",0.04543205
"CTCF","STAT1",0.045417868
"STAT1","TOX4",0.04532116
"STAT1","IDH1",0.045313388
"SUMO1","NAAA",0.04524688
"RELA","SERPINB6A",0.04523755
"SUMO2","CFLAR",0.045212485
"MAFF","P4HB",0.045140658
"RELA","SF1",0.045099907
"BATF3","ACTR3",0.045096666
"STAT1","SKIL",0.04506861
"CTCF","MYD88",0.044921506
"SUMO2","CNOT8",0.044887364
"SUMO2","SLC2A6",0.04485255
"RELA","NAP1L4",0.044810485
"BATF3","KDM5A",0.044801854
"IRF1","PARK7",0.04476523
"RELA","SQSTM1",0.044744495
"ATF4","CLEC4B1",0.044740595
"STAT3","RPL21",0.044684026
"ATF4","MEF2A",0.044669736
"BATF3","PLK2",0.0446168
"IRF1","CLK1",0.04459996
"SUMO2","ZFP91",0.044558823
"STAT3","IL7R",0.044476993
"IRF1","SNRPE",0.04443708
"STAT1","UBTF",0.044428345
"RELA","SDHD",0.044423465
"IRF4","NCF1",0.04433988
"IRF1","MCM3",0.04429968
"CTCF","PTPRC",0.044284772
"STAT3","NFX1",0.044244617
"IRF1","SDCBP",0.04420164
"CTCF","CAPZB",0.044084333
"IRF4","SERPINB6A",0.044077825
"STAT3","RPSA",0.044039503
"CTCF","NAGA",0.044029728
"STAT1","ARL6IP5",0.04397918
"STAT3","RASGEF1B",0.043939326
"CTCF","LGALS3BP",0.04393194
"SUMO2","ATPIF1",0.043911025
"SUMO2","H2-AB1",0.043900933
"STAT3","TUBB6",0.04389792
"STAT1","1810022K09RIK",0.04389468
"STAT1","DPYSL2",0.043824833
"MAFF","MBNL1",0.043800563
"CTCF","IFITM3",0.043791853
"STAT3","SLC39A1",0.04378217
"BATF3","UQCRH",0.043763172
"CTCF","UQCRFS1",0.043747958
"STAT3","ARHGDIB",0.043705933
"SUMO2","DPEP2",0.043692075
"CTCF","HSP90AB1",0.0436333
"BATF3","FAM162A",0.043476496
"CTCF","SSNA1",0.04346976
"NFKB1","TNFAIP3",0.04334507
"SUMO2","SNX10",0.04331745
"MAFF","RPL21",0.043312874
"SUMO2","PER1",0.043291915
"CTCF","CD48",0.04328604
"STAT1","UBB",0.04328583
"SUMO2","SOD2",0.043277964
"CTCF","VIM",0.043276247
"MAFF","EIF5A",0.043265883
"IRF4","NFKBIZ",0.043196358
"SUMO2","PRDX2",0.04317701
"SUMO2","PSMA3",0.043160867
"IRF1","MMP12",0.043141607
"SUMO2","PRR13",0.043037675
"CTCF","PSMB10",0.043005124
"RELA","SDHC",0.043003947
"SUMO2","DENR",0.042989872
"IRF1","DENND4A",0.042915042
"IRF1","IRF4",0.042890664
"NFKB1","HNRNPC",0.042859845
"CTCF","SRRM1",0.042802196
"RELA","PSAP",0.042789742
"SUMO2","ZEB2",0.042788785
"STAT1","PSMC4",0.04277375
"STAT1","TMEM147",0.042746153
"CTCF","AP2M1",0.042733606
"STAT1","H2AFV",0.042692326
"CTCF","IL1RN",0.042691045
"SUMO2","HMGB2",0.04268059
"IRF1","HHEX",0.0426528
"SUMO2","IRF4",0.04255419
"STAT1","CCL4",0.042530704
"STAT3","LY6E",0.042520106
"SUMO2","TMEM128",0.042507783
"ATF4","USF2",0.042498175
"BATF3","TMSB4X",0.04249367
"STAT1","MORF4L2",0.042490356
"MAFF","RBBP7",0.042482655
"IRF4","SSRP1",0.042440534
"ATF4","UBP1",0.04244004
"STAT1","SRRM1",0.04243625
"STAT3","CASP1",0.042421624
"MAFF","CIITA",0.042323038
"CTCF","SLC2A6",0.04231639
"RELA","CCT4",0.04225391
"IRF4","ZYX",0.042250723
"RELA","SNX2",0.0422408
"RELA","AEBP2",0.04222461
"STAT1","TBPL1",0.04220604
"RELA","BIRC5",0.04217991
"STAT3","FCER1G",0.042151995
"SUMO2","PSMA5",0.04213617
"RELA","CCT8",0.042093024
"STAT1","ATP5G2",0.042089563
"SUMO2","IER3",0.042026445
"STAT1","EHMT1",0.0420004
"BATF3","MRPL27",0.041993666
"STAT3","SRRM1",0.041992094
"STAT1","MRPL14",0.041969243
"CTCF","TFEC",0.041968785
"CTCF","ZNRD1",0.041956812
"STAT1","SEPT7",0.04189511
"IRF1","TALDO1",0.041855313
"SUMO2","SLC15A3",0.04184806
"ATF4","YPEL5",0.041815024
"STAT3","PCBP2",0.04180708
"SUMO2","PSME1",0.041756693
"STAT3","PSMA2",0.041752275
"CTCF","TARDBP",0.04174374
"MAFF","ITGB2",0.041687746
"SUMO2","PSMC5",0.04168485
"SUMO2","POLR2G",0.041648775
"BATF3","RPS27A",0.041638426
"MAFF","TBPL1",0.041590977
"SUMO2","PSMB10",0.04156375
"MAFF","H2AFV",0.04156317
"SUMO1","RBBP4",0.04155469
"STAT1","LYZ1",0.041512482
"IRF1","PDCD10",0.04151125
"STAT1","BANF1",0.04151113
"BATF3","BIRC5",0.04150388
"CTCF","NAP1L4",0.041482348
"BATF3","SARNP",0.041476365
"SUMO1","CFDP1",0.041442577
"STAT3","UBC",0.041434735
"BATF3","FCF1",0.041428704
"CTCF","SERTAD2",0.04142467
"ATF4","SNX3",0.04141914
"RELA","SAMHD1",0.041407067
"SUMO2","SMARCB1",0.041379374
"ATF4","RPS17",0.0413268
"SUMO2","CHD1",0.04130714
"SUMO2","COPS5",0.041284434
"IRF1","SEPT2",0.04127096
"SUMO2","SARNP",0.04126943
"MAFF","HNRNPC",0.041234862
"ATF4","CD48",0.041225523
"CTCF","SRI",0.0412182
"IRF1","RPS25",0.041211747
"BATF3","PRR13",0.041115124
"RELA","SRSF3",0.041107576
"SUMO2","PSMA4",0.041070197
"RELA","SNAPC5",0.0410522
"STAT3","EHMT1",0.040995296
"ATF4","PLAUR",0.04091828
"STAT1","BOLA2",0.04090044
"CTCF","LYZ1",0.040882975
"RELA","TALDO1",0.0408587
"CTCF","SPP1",0.040831834
"RELA","MDH2",0.040801108
"ATF3","H2AFV",0.040787935
"SUMO2","TANK",0.040787358
"STAT1","LSP1",0.040771503
"IRF1","TBPL1",0.040757526
"IRF4","CCT8",0.040732767
"CTCF","TNFRSF1B",0.04071513
"RELA","MORF4L2",0.040696416
"IRF1","MAPK14",0.04069232
"STAT3","LAPTM5",0.040684827
"RELA","ARL6IP1",0.04066332
"MAFF","RUNX1",0.040657695
"STAT1","GPX4",0.040646266
"STAT3","HMGB2",0.040641963
"ATF4","STAT6",0.040638763
"CTCF","SARNP",0.040612105
"NFKB1","UBTF",0.040585905
"SUMO2","PSME2",0.04056958
"IRF4","GPX1",0.040496778
"STAT1","FCER1G",0.04048189
"IRF4","MTHFS",0.04044735
"BATF3","ALAS1",0.040441014
"CTCF","ZBTB8OS",0.040396135
"ATF4","GRN",0.04038405
"MAFF","PPIA",0.040368956
"SUMO2","HBP1",0.040336963
"IRF1","UBE2K",0.040320642
"IRF1","CLEC4B1",0.0402933
"RELA","WBP11",0.040286426
"STAT1","IL2RG",0.040281553
"CTCF","TUBA1C",0.040235393
"ATF4","ACTB",0.040215854
"IRF1","EHMT1",0.040204983
"SUMO2","SERTAD2",0.04017708
"CTCF","CD53",0.04015206
"STAT1","GOLT1B",0.040142074
"IRF1","RPL23",0.04011357
"STAT3","TAF7",0.04010995
"IRF1","ATP6V1F",0.04009189
"STAT1","SPP1",0.040072966
"CTCF","ASAH1",0.040049437
"STAT3","SPP1",0.039988678
"STAT1","PLIN2",0.039972637
"BATF3","ZFP36",0.03996953
"CTCF","LMO4",0.03995454
"SUMO2","POLR2A",0.03991887
"CTCF","COMMD4",0.03991029
"BATF3","NDUFV2",0.03990137
"STAT1","YPEL5",0.039868042
"CTCF","LY6E",0.039864946
"STAT3","CNOT2",0.039835595
"BATF3","POLR2I",0.039764505
"ATF4","AIP",0.039713196
"CTCF","IL1A",0.039698012
"STAT3","FTL1",0.039672542
"BATF3","MORF4L1",0.03966891
"CTCF","NDUFA9",0.03966543
"CTCF","CD84",0.039663196
"CTCF","ATP6V0B",0.03966291
"RELA","LGALS9",0.039645176
"STAT1","ACTB",0.039637588
"EGR1","NFX1",0.039615467
"SUMO2","ARPC4",0.039570905
"IRF4","SNX2",0.039525047
"RELA","THRAP3",0.039518926
"IRF1","CCT3",0.039512135
"ETS2","EMP3",0.039493434
"SUMO2","STAT3",0.039484005
"HIF1A","CIC",0.039455783
"STAT1","CDC42",0.0394194
"CTCF","PDIA3",0.03939941
"HIF1A","GRCC10",0.039375804
"ATF4","RAN",0.039350327
"STAT3","CNOT8",0.03934984
"IRF1","GABARAP",0.03934608
"RELA","SARNP",0.03933327
"BATF3","MCM3",0.039296106
"ATF4","HMG20B",0.039276868
"ATF4","KLF4",0.039266188
"ATF4","ANXA5",0.039219946
"RELA","UQCRFS1",0.039193355
"SUMO2","SSU72",0.039190616
"IRF1","CHD7",0.039157223
"STAT3","IRF4",0.03911643
"SUMO1","ZBTB8OS",0.03911531
"BATF3","RBM39",0.03909568
"STAT3","NFE2L2",0.039093155
"STAT3","NR3C1",0.03908846
"STAT1","ATP5B",0.039081093
"SUMO2","HNRNPAB",0.0390546
"IRF1","HDGF",0.039038453
"CTCF","CD14",0.038965445
"STAT3","SH3BGRL3",0.038841452
"STAT1","TUBB6",0.038830373
"BATF3","HNRNPF",0.0387713
"CTCF","SIN3B",0.038670942
"CTCF","PRR13",0.03865703
"STAT1","PSMC5",0.038653806
"RELA","HMGN2",0.03864763
"SUMO2","COX17",0.03864363
"BATF3","HMGB2",0.038629957
"STAT3","EIF1",0.038629018
"STAT1","COX7A2L",0.038626794
"SUMO2","COMMD4",0.038613126
"MAFF","AP2M1",0.038588732
"SUMO2","TUBA1C",0.03858581
"CTCF","HAX1",0.038584158
"SUMO2","AKR1B3",0.038566906
"IRF1","EIF1",0.038520195
"CTCF","NONO",0.038491916
"IRF1","GRCC10",0.038475446
"SUMO2","SEPT11",0.03845718
"ATF4","NAA20",0.038398225
"STAT1","SPAG7",0.038375545
"BATF3","GTF2B",0.038348097
"SUMO2","GBP6",0.038336843
"IRF1","ARHGDIB",0.038261876
"BATF3","EIF4A1",0.038248453
"SUMO2","LMO4",0.03824557
"IRF1","NFX1",0.03824192
"ATF4","PPP1CA",0.0382384
"STAT3","UBE2L6",0.038223375
"RELA","ACTN1",0.03819211
"RELA","HK2",0.03818406
"STAT3","SSRP1",0.038166117
"SUMO1","RPL27",0.03816334
"SUMO1","EIF4A1",0.038162433
"ATF4","H3F3A",0.038129512
"STAT1","PTS",0.038085975
"SUMO2","NAMPT",0.038018085
"SUMO2","BZW1",0.03800622
"CTCF","BST2",0.037986428
"MAFF","TNF",0.03797957
"IRF4","P4HB",0.037952524
"STAT3","ITGB2",0.037948616
"MAFF","CLEC4A2",0.037947867
"STAT3","TALDO1",0.03793979
"IRF1","ERP29",0.037892703
"IRF1","MRFAP1",0.037888158
"STAT3","PLIN2",0.03787268
"BATF3","HIST1H1C",0.037851755
"ATF4","RAB11A",0.03783823
"STAT1","BACH1",0.037820097
"SUMO2","SIN3B",0.03780948
"STAT3","MRC1",0.037787706
"STAT1","VPS25",0.03778665
"IRF4","ACOT7",0.03774818
"IRF4","LGALS9",0.037702132
"STAT3","PTMA",0.03767602
"ATF4","PTMA",0.03764666
"STAT1","PRELID1",0.037643462
"RELA","NFIL3",0.03763923
"STAT3","CLEC7A",0.037630178
"IRF1","GLRX",0.037586153
"IRF4","ETS2",0.03753588
"SUMO2","HCLS1",0.03752208
"IRF1","M6PR",0.03748758
"SUMO2","SLAMF7",0.037465993
"RELA","HNRNPF",0.037464697
"MAFF","SDCBP",0.03745254
"SUMO2","TMEM219",0.03742613
"CTCF","BZW1",0.037346497
"BATF3","MDH2",0.03731189
"ATF4","EGR1",0.03728843
"STAT1","H3F3A",0.037279118
"CTCF","LYZ2",0.037272703
"ATF4","PSMC6",0.037252046
"SUMO2","STAT1",0.037247814
"SUMO2","NONO",0.03720948
"STAT1","REL",0.037208796
"STAT1","HIST1H2BC",0.037201542
"ATF4","PSMB7",0.037191898
"SUMO2","BCL2A1A",0.037138607
"ATF4","RILPL2",0.037126888
"RELA","CHD7",0.037126042
"STAT1","COX6A1",0.03710039
"STAT3","WBP11",0.037095148
"SUMO2","ATP5O",0.03701053
"STAT1","YEATS4",0.036986947
"ATF4","CCL17",0.036962014
"CTCF","GRCC10",0.036941558
"RELA","PLK2",0.036922
"CTCF","MGST1",0.036914688
"STAT1","SNRPD1",0.03687652
"CTCF","MEA1",0.036869988
"STAT1","CHCHD2",0.036838263
"RELA","NDUFS7",0.03682944
"ATF4","PAIP2",0.03680113
"CTCF","TMBIM4",0.036749348
"CTCF","IRF4",0.036719836
"SUMO2","TARDBP",0.03671818
"NFKB1","RPS29",0.036686458
"ATF4","RFX7",0.03667148
"RUNX1","TNF",0.036659975
"STAT1","CNOT2",0.03664008
"STAT1","SDCBP",0.036620826
"STAT3","LMO4",0.036620688
"STAT1","POLR2J",0.036589615
"SUMO1","CCT4",0.03658022
"STAT3","FOSB",0.036577556
"CTCF","UQCR10",0.036550608
"IRF1","CD84",0.036549866
"STAT3","HHEX",0.036531832
"ATF4","HEXA",0.036514774
"IRF1","NDUFA13",0.03651462
"SUMO2","RBBP7",0.03650219
"STAT3","HDGF",0.03648933
"STAT1","DUSP1",0.036477707
"STAT3","RPL27",0.036395274
"STAT1","PSMB5",0.03636661
"MAFF","PTPRC",0.036359478
"SUMO1","YPEL5",0.036345664
"IRF4","PPIB",0.0363021
"IRF1","MYL6",0.036259327
"SUMO2","UQCRH",0.03625362
"ATF4","RPL26",0.03618223
"MAFF","SPP1",0.036125354
"SUMO2","CNOT6",0.036002994
"ATF4","MYEF2",0.035992894
"STAT3","GABARAPL2",0.03595258
"CTCF","ITM2B",0.035940338
"STAT1","ATP6V0E",0.03593608
"IRF4","NDUFB3",0.035933148
"IRF4","ATF4",0.035920452
"ATF4","LIPA",0.03591923
"IRF4","TSG101",0.035897985
"STAT3","NAPSA",0.03588627
"BATF3","COX7C",0.035879657
"IRF1","RPL37A",0.035849832
"STAT1","CD300LF",0.035841186
"SUMO2","RPL21",0.035820663
"STAT3","RPL37A",0.035820313
"SUMO2","TPD52",0.035806846
"IRF4","JUNB",0.035792887
"CTCF","RAC2",0.035768136
"ATF4","CD74",0.03576339
"STAT1","SIRT7",0.03575703
"CTCF","TBRG1",0.035755977
"SUMO2","PSMA2",0.03571315
"IRF1","FOSB",0.03567857
"IRF1","NDUFV2",0.03563683
"STAT3","LYZ1",0.035632104
"ATF4","SAT1",0.035631258
"STAT1","DYNLL1",0.03562353
"STAT1","HCLS1",0.035601933
"STAT3","RGS1",0.03558924
"IRF4","WBP11",0.03555702
"STAT1","LIPA",0.035556912
"CTCF","GBP6",0.035534736
"SUMO2","SRSF2",0.03553277
"IRF1","TMEM147",0.035525862
"STAT1","POLR2H",0.03550936
"SUMO2","MYL12B",0.03549449
"STAT1","HMG20A",0.03548492
"STAT1","GRN",0.03544071
"STAT3","ATP5L",0.03539399
"IRF1","RPL9",0.035382118
"SUMO2","RBM39",0.035353087
"RELA","HIST1H1C",0.035301644
"STAT3","CDC42",0.035300095
"RELA","TMSB4X",0.03528654
"STAT1","NCF4",0.035224665
"MAFF","ATOX1",0.035222437
"IRF1","VAMP8",0.035199314
"RELA","TOB1",0.035131436
"ATF4","PSMC4",0.035072323
"SUMO1","NSMCE2",0.035028767
"SUMO2","HAX1",0.035013918
"CTCF","SP1",0.035004936
"ATF4","CHCHD2",0.03497579
"RELA","TIMM8B",0.034974046
"MAFF","DPYSL2",0.034973186
"MAFF","CIC",0.034970626
"STAT3","HDAC1",0.034959137
"ATF4","EIF5B",0.0349489
"SUMO2","ATP6V0C",0.03491225
"STAT1","PSMB7",0.034899168
"STAT3","SRP19",0.03489559
"IRF4","COMMD4",0.03489112
"SUMO2","GYG",0.034879114
"CTCF","ERP29",0.03487863
"STAT1","HHEX",0.034876183
"CTCF","BUD31",0.034849554
"ATF4","RPL6",0.034847658
"MAFF","JUN",0.03478943
"STAT1","CLK1",0.03474806
"BATF3","NDUFA9",0.034738053
"MAFF","PLIN2",0.034708414
"CTCF","SMARCC2",0.034661084
"IRF4","CCR1",0.03465929
"STAT1","MRC1",0.03465842
"SUMO2","CTSC",0.034631375
"CTCF","DEK",0.03462079
"ATF4","KLF10",0.034617268
"STAT3","DNMT1",0.03460145
"MAFF","ERP29",0.034559507
"STAT1","SRSF9",0.034490883
"IRF1","DPYSL2",0.034490176
"SUMO1","TRIM28",0.03445162
"CTCF","CCNL1",0.03444447
"SUMO2","HNRNPF",0.034441058
"IRF1","HBP1",0.034403227
"BATF3","SDHC",0.03437416
"MAFF","LAT2",0.034333758
"ATF4","TRAM1",0.034289632
"RELA","PPP2R5C",0.03424612
"IRF1","EIF3K",0.03424386
"SUMO2","EIF3I",0.034219954
"IRF1","TRAPPC2L",0.034209773
"STAT1","NOP10",0.034199614
"CTCF","HBP1",0.034170404
"STAT1","MAPK3",0.0341627
"CTCF","SRSF2",0.034134015
"STAT1","PSMD8",0.034124024
"ATF4","CEBPA",0.03410036
"CTCF","SSU72",0.034089733
"STAT3","CHMP2A",0.034064446
"CTCF","RBM39",0.034048714
"CTCF","ITGB2",0.034046415
"STAT3","HBP1",0.034009635
"CTCF","PRDX2",0.034001593
"CTCF","UBC",0.03397741
"IRF4","PLK2",0.033918682
"IRF4","FKBP2",0.033896815
"SUMO2","TREM2",0.03388974
"SUMO1","H3F3A",0.03387847
"CTCF","TIMM8B",0.033873912
"ATF4","TMBIM4",0.033857077
"CTCF","MBNL1",0.03383708
"STAT1","DNMT3A",0.033787303
"CTCF","SLFN2",0.033770137
"ATF4","PGAP2",0.0337627
"SUMO2","UBC",0.03374855
"ATF4","DNMT3A",0.033727515
"SUMO2","ARL8B",0.033725712
"IRF1","GTF2A2",0.033725176
"MAFF","LGALS3",0.03372485
"STAT1","FIS1",0.033715907
"SUMO2","MRPL27",0.03369236
"STAT1","HMG20B",0.033685245
"STAT1","ITGB2",0.03364732
"RELA","RBM39",0.03361163
"IRF4","SUB1",0.03360783
"MAFF","ITGAX",0.033568453
"ATF4","CD164",0.033567425
"IRF1","CXCL2",0.033559404
"BATF3","EIF3I",0.033532843
"MAFF","PDIA3",0.03352723
"SUMO2","SSNA1",0.03352264
"SUMO2","CCNL1",0.033516806
"ATF4","FXR1",0.03351031
"IRF1","IFITM2",0.033508196
"RELA","CHD1",0.03349892
"STAT3","ATP6V0E",0.033485077
"SUMO2","EDF1",0.033471625
"STAT3","CLEC4A2",0.03344192
"SUMO1","PBRM1",0.03343366
"RELA","M6PR",0.03340898
"RELA","ZFP36",0.033406295
"CTCF","TNIP3",0.033396203
"ATF4","FOXN2",0.03336918
"SUMO2","DPY30",0.033357117
"SUMO2","CIITA",0.033333708
"STAT3","CD74",0.03332266
"STAT1","MCM5",0.03331227
"CTCF","RHOA",0.033273697
"IRF1","SRRM1",0.03325138
"STAT1","ATP6V0B",0.03319598
"CTCF","SNX10",0.033180244
"MAFF","TUBB6",0.033171747
"BATF3","ETS2",0.033158455
"CTCF","HMGB2",0.033126578
"SUMO2","SRI",0.03309829
"STAT3","PTP4A2",0.033087764
"CTCF","UQCRQ",0.033075646
"STAT3","PAIP2",0.03305197
"SUMO2","TAPBP",0.03301868
"STAT1","TCOF1",0.03297395
"SUMO2","IAH1",0.032962896
"MAFF","UBE2K",0.032916613
"SUMO2","IFITM3",0.032915134
"BATF3","THRAP3",0.032912485
"IRF1","BATF3",0.032909844
"SUMO2","BST2",0.03290622
"ATF4","HMG20A",0.032897282
"EGR1","KHDRBS1",0.032893505
"STAT1","GMFG",0.032860316
"STAT1","LAMP1",0.032858096
"BATF3","TOB1",0.03282084
"IRF1","CCR1",0.032818273
"ATF4","SEPT7",0.03281003
"MAFF","PREB",0.032808505
"STAT3","EIF4A1",0.032803133
"ATF4","RPLP0",0.03278569
"CTCF","PSMB2",0.032783866
"STAT1","NDUFC1",0.03277818
"CTCF","SF1",0.03277312
"SUMO2","IRF5",0.032767955
"MAFF","DYNLT1B",0.03275623
"IRF1","P4HB",0.03272858
"RELA","UQCR10",0.0327192
"ATF4","PTS",0.03270584
"STAT3","ATF3",0.032681596
"SUMO2","VPS25",0.032671943
"STAT3","ZEB2",0.032663755
"RELA","SRSF5",0.03266196
"STAT1","UBP1",0.03265305
"STAT1","ATOX1",0.032634784
"SUMO1","MORF4L1",0.032605294
"STAT1","AURKAIP1",0.032561652
"STAT3","ETS2",0.03255707
"SUMO2","MEA1",0.032541186
"MAFF","SKAP2",0.03250258
"STAT3","SSR4",0.03249348
"CTCF","CLEC7A",0.032490376
"NFKB1","CCL17",0.03247862
"CTCF","RASGEF1B",0.03247197
"MAFF","ARPC5",0.032438975
"STAT1","MRPS33",0.03242365
"STAT1","NDUFS8",0.03239546
"IRF1","NR4A1",0.032371122
"SUMO2","MBNL1",0.03236777
"IRF1","ITGAX",0.032366168
"STAT1","ARPC5",0.032361105
"HIF1A","RPS29",0.032353647
"SUMO2","NCF4",0.032348983
"STAT3","NR4A1",0.032343436
"SUMO2","GLRX",0.032341998
"STAT1","DYNLT1B",0.03232058
"STAT3","DDX5",0.032251008
"STAT3","PSME1",0.032237466
"CTCF","ACTR2",0.03223641
"CTCF","HDAC1",0.03223519
"IRF1","PSMB2",0.03222648
"CTCF","POMP",0.032214988
"IRF1","SKIL",0.03218733
"IRF1","REL",0.032170467
"STAT1","CD47",0.032158654
"ATF4","NAGA",0.032130282
"CTCF","MRPL55",0.032130077
"ATF4","MRPS33",0.03212119
"STAT3","RBBP7",0.032105636
"IRF1","EEF1A1",0.032100692
"ATF4","DAB2",0.032097217
"RELA","DYNLT1B",0.032081865
"CTCF","SOD2",0.032081682
"IRF1","SSU72",0.032081246
"STAT1","RAN",0.03206042
"SUMO2","ARF4",0.03205975
"STAT3","CCT8",0.032054942
"ATF4","RPS11",0.032032054
"BATF3","SNAPC5",0.032022372
"SUMO2","TOB1",0.03200872
"RELA","MCM3",0.03200081
"IRF1","GSTM1",0.031997517
"SUMO2","PRPF40A",0.031992394
"SUMO1","RAN",0.031989887
"STAT1","TOMM22",0.0319877
"IRF1","RPL21",0.031983376
"CTCF","TBXAS1",0.03197852
"STAT3","MRPL54",0.031974897
"STAT1","CENPB",0.031964995
"BATF3","SRSF3",0.03194251
"CTCF","FCF1",0.031929143
"SUMO1","HSPE1",0.03192565
"RELA","POLR2I",0.031923477
"IRF4","ATP6V1F",0.03191665
"IRF1","LEPROT",0.03191377
"STAT1","PCBD2",0.03187858
"SUMO2","PTPN2",0.03187688
"IRF1","MEA1",0.03185744
"CTCF","EIF1",0.03185743
"STAT1","ATP5K",0.031822976
"SUMO2","BUD31",0.031793613
"IRF1","MRPL54",0.031782635
"CTCF","TALDO1",0.03171706
"SUMO2","NAP1L4",0.031709805
"IRF4","ATF3",0.031698495
"CTCF","HK2",0.031697687
"IRF4","ARL6IP1",0.031693082
"IRF1","ANXA1",0.03169295
"STAT3","RPS17",0.03168763
"CTCF","HNRNPF",0.03168715
"CTCF","H2-K1",0.031658825
"MAFF","IRF5",0.031651262
"SUMO2","IL7R",0.03164816
"ATF4","TOX4",0.03163599
"EGR1","RPS29",0.031606898
"STAT1","PTP4A2",0.031591892
"BATF3","CCL4",0.03158529
"MAFF","TES",0.031568296
"BATF3","REL",0.03156554
"RELA","SSNA1",0.031553227
"SUMO2","HMGN2",0.03154328
"IRF4","AEBP2",0.03153762
"SUMO2","PLIN2",0.031526964
"CTCF","HMGN2",0.03151983
"BATF3","RPL19",0.031505324
"CTCF","RAB7",0.031500418
"CTCF","UQCRH",0.03148432
"IRF1","TAGLN2",0.031462763
"CTCF","CLK1",0.031444635
"CTCF","LSP1",0.031440984
"RELA","HNRNPAB",0.031428237
"STAT1","FOXN2",0.031416256
"ATF4","SPAG7",0.03141051
"IRF4","TUBA1C",0.031399116
"IRF1","PREB",0.03138986
"SUMO2","RNASEK",0.031389713
"NFKB1","MT1",0.03133854
"CTCF","CISH",0.03131695
"STAT3","DEK",0.031257305
"MAFF","MRFAP1",0.031255912
"STAT1","MRPL33",0.031246737
"CTCF","IL1B",0.031235259
"STAT1","MYEF2",0.03123521
"STAT1","LAPTM5",0.031225879
"STAT3","UBE2K",0.031206438
"CTCF","HNRNPC",0.031193055
"STAT1","FXR1",0.03119147
"MAFF","UBB",0.031177763
"IRF4","CTNNB1",0.03114336
"CTCF","MMP12",0.031130785
"EGR1","TFEC",0.031115292
"IRF4","RUVBL2",0.031113544
"ATF4","MAPK3",0.031081237
"SUMO2","SLC7A11",0.031041194
"ATF4","POLR2J",0.031039165
"SUMO2","TBPL1",0.031036548
"SUMO2","P2RY14",0.03102954
"IRF4","IMPACT",0.031003615
"STAT3","KHDRBS1",0.0309743
"CTCF","XBP1",0.030911997
"ATF4","GMFG",0.03090119
"STAT1","NDUFA12",0.030786568
"STAT1","RAB11A",0.030774234
"BATF3","HNRNPAB",0.03073547
"BATF3","EDF1",0.030725133
"CTCF","SEPT11",0.030692266
"MAFF","ATP6V0B",0.030673143
"IRF4","ARPC5",0.030639324
"NFKB1","IL2RG",0.030617908
"CTCF","ARHGDIB",0.030611597
